year,SSP1-2.6,SSP5-8.5,,,,,total,total
1784,-3.793,-3.793,,,,,-3.79329036441763,-3.79329036441763
1785,-1.433,-1.433,,,,,-1.4332107360094,-1.4332107360094
1786,-0.517,-0.517,,,,,-0.516540805435524,-0.516540805435524
1787,-0.071,-0.071,,,,,-0.070764554972316,-0.070764554972316
1788,0.193,0.193,,,,,0.193440150457736,0.193440150457736
1789,0.353,0.353,,,,,0.353091321750534,0.353091321750534
1790,0.406,0.406,,,,,0.40563368542043,0.40563368542043
1791,0.41,0.41,,,,,0.409865706505716,0.409865706505716
1792,0.4,0.4,,,,,0.399964350078653,0.399964350078653
1793,0.371,0.371,,,,,0.371122257786018,0.371122257786018
1794,0.324,0.324,,,,,0.324059356816519,0.324059356816519
1795,0.295,0.295,,,,,0.294536587536076,0.294536587536076
1796,0.122,0.122,,,,,0.122499877242158,0.122499877242158
1797,-0.015,-0.015,,,,,-0.015195353034652,-0.015195353034652
1798,0.082,0.082,,,,,0.082434559229507,0.082434559229507
1799,0.18,0.18,,,,,0.179981068108658,0.179981068108658
1800,0.229,0.229,,,,,0.22902586814922,0.22902586814922
1801,0.277,0.277,,,,,0.276506937850886,0.276506937850886
1802,0.309,0.309,,,,,0.308997725479244,0.308997725479244
1803,0.334,0.334,,,,,0.334230810772674,0.334230810772674
1804,0.343,0.343,,,,,0.343196404147288,0.343196404147288
1805,0.328,0.328,,,,,0.327745220273422,0.327745220273422
1806,0.319,0.319,,,,,0.318735026109401,0.318735026109401
1807,0.297,0.297,,,,,0.297465324230119,0.297465324230119
1808,0.267,0.267,,,,,0.266834858235871,0.266834858235871
1809,-3.692,-3.692,,,,,-3.69197371162075,-3.69197371162075
1810,-2.536,-2.536,,,,,-2.53610914380461,-2.53610914380461
1811,-0.753,-0.753,,,,,-0.752938832552258,-0.752938832552258
1812,-0.081,-0.081,,,,,-0.081102028304824,-0.081102028304824
1813,0.158,0.158,,,,,0.158023488169614,0.158023488169614
1814,0.244,0.244,,,,,0.243612732647097,0.243612732647097
1815,-3.612,-3.612,,,,,-3.61155369412795,-3.61155369412795
1816,-4.694,-4.694,,,,,-4.69408423892097,-4.69408423892097
1817,-1.57,-1.57,,,,,-1.57045284110811,-1.57045284110811
1818,-0.333,-0.333,,,,,-0.33309003950265,-0.33309003950265
1819,0.087,0.087,,,,,0.086913974948044,0.086913974948044
1820,0.21,0.21,,,,,0.209563251604527,0.209563251604527
1821,0.131,0.131,,,,,0.131312582934945,0.131312582934945
1822,0.127,0.127,,,,,0.127342222490011,0.127342222490011
1823,-0.241,-0.241,,,,,-0.241133817017888,-0.241133817017888
1824,0.042,0.042,,,,,0.041877156154016,0.041877156154016
1825,0.222,0.222,,,,,0.22197252988314,0.22197252988314
1826,0.317,0.317,,,,,0.316698363114002,0.316698363114002
1827,0.358,0.358,,,,,0.358122246605193,0.358122246605193
1828,0.361,0.361,,,,,0.361090238282733,0.361090238282733
1829,0.361,0.361,,,,,0.360628708075089,0.360628708075089
1830,0.339,0.339,,,,,0.339260805370805,0.339260805370805
1831,-2.377,-2.377,,,,,-2.37701160970229,-2.37701160970229
1832,-1.569,-1.569,,,,,-1.56888051312843,-1.56888051312843
1833,-0.387,-0.387,,,,,-0.386502346490063,-0.386502346490063
1834,0.051,0.051,,,,,0.050936123097548,0.050936123097548
1835,-1.735,-1.735,,,,,-1.73468938712666,-1.73468938712666
1836,-1.015,-1.015,,,,,-1.01534907321983,-1.01534907321983
1837,-0.078,-0.078,,,,,-0.07786390815908,-0.07786390815908
1838,0.261,0.261,,,,,0.260570932909818,0.260570932909818
1839,0.363,0.363,,,,,0.36265497357204,0.36265497357204
1840,0.377,0.377,,,,,0.377060687752876,0.377060687752876
1841,0.356,0.356,,,,,0.356246832106129,0.356246832106129
1842,0.328,0.328,,,,,0.328233462468465,0.328233462468465
1843,0.307,0.307,,,,,0.307153716576488,0.307153716576488
1844,0.292,0.292,,,,,0.291595805244126,0.291595805244126
1845,0.282,0.282,,,,,0.282012171580596,0.282012171580596
1846,0.098,0.098,,,,,0.098096691949414,0.098096691949414
1847,0.167,0.167,,,,,0.166828299964033,0.166828299964033
1848,0.26,0.26,,,,,0.259626745044065,0.259626745044065
1849,0.31,0.31,,,,,0.309506444783968,0.309506444783968
1850,0.331,0.331,,,,,0.330573173486921,0.330573173486921
1851,0.341,0.341,,,,,0.340821685649772,0.340821685649772
1852,0.341,0.341,,,,,0.341398901841913,0.341398901841913
1853,0.15,0.15,,,,,0.150341871694166,0.150341871694166
1854,0.09,0.09,,,,,0.090064023744286,0.090064023744286
1855,0.233,0.233,,,,,0.232693211158731,0.232693211158731
1856,0.242,0.242,,,,,0.241974741275506,0.241974741275506
1857,0.061,0.061,,,,,0.061075628254854,0.061075628254854
1858,0.224,0.224,,,,,0.224181980016586,0.224181980016586
1859,0.316,0.316,,,,,0.315953089881431,0.315953089881431
1860,0.353,0.353,,,,,0.353000828060412,0.353000828060412
1861,0.278,0.278,,,,,0.277788992409557,0.277788992409557
1862,-0.538,-0.538,,,,,-0.537983130831677,-0.537983130831677
1863,-0.13,-0.13,,,,,-0.130356436159427,-0.130356436159427
1864,0.196,0.196,,,,,0.196266661396181,0.196266661396181
1865,0.299,0.299,,,,,0.299371603632662,0.299371603632662
1866,0.341,0.341,,,,,0.340887321515749,0.340887321515749
1867,0.343,0.343,,,,,0.342884573018746,0.342884573018746
1868,0.351,0.351,,,,,0.350764377710576,0.350764377710576
1869,0.378,0.378,,,,,0.377857932353126,0.377857932353126
1870,0.375,0.375,,,,,0.375190955562687,0.375190955562687
1871,0.395,0.395,,,,,0.394513965885742,0.394513965885742
1872,0.387,0.387,,,,,0.387405381701872,0.387405381701872
1873,0.127,0.127,,,,,0.127455086744586,0.127455086744586
1874,0.269,0.269,,,,,0.268984909398822,0.268984909398822
1875,0.279,0.279,,,,,0.279353381270153,0.279353381270153
1876,0.282,0.282,,,,,0.281683800381646,0.281683800381646
1877,0.322,0.322,,,,,0.322359499045028,0.322359499045028
1878,0.335,0.335,,,,,0.335290099286013,0.335290099286013
1879,0.333,0.333,,,,,0.332550128824511,0.332550128824511
1880,0.295,0.295,,,,,0.295453771007912,0.295453771007912
1881,0.317,0.317,,,,,0.317241293493722,0.317241293493722
1882,0.367,0.367,,,,,0.366982527654241,0.366982527654241
1883,-0.343,-0.343,,,,,-0.342921695205167,-0.342921695205167
1884,-1.766,-1.766,,,,,-1.76623178075425,-1.76623178075425
1885,-0.495,-0.495,,,,,-0.495433575556382,-0.495433575556382
1886,0.058,0.058,,,,,0.058477565622418,0.058477565622418
1887,0.129,0.129,,,,,0.128797743307213,0.128797743307213
1888,0.283,0.283,,,,,0.283444289318954,0.283444289318954
1889,0.35,0.35,,,,,0.350247294294797,0.350247294294797
1890,0.163,0.163,,,,,0.163258548595196,0.163258548595196
1891,0.057,0.057,,,,,0.057205067403185,0.057205067403185
1892,0.287,0.287,,,,,0.286505096628909,0.286505096628909
1893,0.44,0.44,,,,,0.439932747585831,0.439932747585831
1894,0.45,0.45,,,,,0.449882257363621,0.449882257363621
1895,0.435,0.435,,,,,0.435054180739088,0.435054180739088
1896,0.414,0.414,,,,,0.413653805977252,0.413653805977252
1897,0.387,0.387,,,,,0.387295559607382,0.387295559607382
1898,0.376,0.376,,,,,0.376296350584558,0.376296350584558
1899,0.347,0.347,,,,,0.347274454877185,0.347274454877185
1900,0.339,0.339,,,,,0.339334662223399,0.339334662223399
1901,0.332,0.332,,,,,0.331694252287587,0.331694252287587
1902,0.099,0.099,,,,,0.099169155715771,0.099169155715771
1903,-0.6,-0.6,,,,,-0.599713484742594,-0.599713484742594
1904,-0.122,-0.122,,,,,-0.121548837806503,-0.121548837806503
1905,0.219,0.219,,,,,0.218511248646372,0.218511248646372
1906,0.341,0.341,,,,,0.340981015029536,0.340981015029536
1907,0.133,0.133,,,,,0.13329726180818,0.13329726180818
1908,0.278,0.278,,,,,0.278007287973524,0.278007287973524
1909,0.326,0.326,,,,,0.325796473005325,0.325796473005325
1910,0.298,0.298,,,,,0.297694911656168,0.297694911656168
1911,0.301,0.301,,,,,0.300784491284828,0.300784491284828
1912,-0.284,-0.284,,,,,-0.283521906559721,-0.283521906559721
1913,-0.2,-0.2,,,,,-0.199670062786848,-0.199670062786848
